wavelength,n,k
1.53E+003,2.20E+000,3.35E-002
1.53E+003,2.20E+000,3.35E-002
1.53E+003,2.20E+000,3.35E-002
1.53E+003,2.20E+000,3.35E-002
1.54E+003,2.20E+000,3.35E-002
1.54E+003,2.20E+000,3.35E-002
1.54E+003,2.20E+000,3.35E-002
1.54E+003,2.20E+000,3.35E-002
1.54E+003,2.20E+000,3.35E-002
1.55E+003,2.20E+000,3.35E-002
1.55E+003,2.20E+000,3.34E-002
1.55E+003,2.20E+000,3.34E-002
1.55E+003,2.20E+000,3.34E-002
1.55E+003,2.20E+000,3.34E-002
1.56E+003,2.20E+000,3.34E-002
1.56E+003,2.20E+000,3.34E-002
1.56E+003,2.20E+000,3.34E-002
1.56E+003,2.20E+000,3.34E-002
1.56E+003,2.20E+000,3.34E-002
1.57E+003,2.20E+000,3.34E-002
1.57E+003,2.20E+000,3.34E-002
1.57E+003,2.20E+000,3.34E-002
1.57E+003,2.20E+000,3.33E-002
1.57E+003,2.20E+000,3.33E-002
1.58E+003,2.20E+000,3.33E-002
1.58E+003,2.20E+000,3.33E-002
1.58E+003,2.20E+000,3.33E-002
1.58E+003,2.20E+000,3.33E-002
1.58E+003,2.20E+000,3.33E-002
1.59E+003,2.20E+000,3.33E-002
1.59E+003,2.20E+000,3.33E-002
1.59E+003,2.20E+000,3.33E-002
1.59E+003,2.20E+000,3.32E-002
1.59E+003,2.20E+000,3.32E-002
1.60E+003,2.20E+000,3.32E-002
1.60E+003,2.20E+000,3.32E-002
1.60E+003,2.20E+000,3.32E-002
1.60E+003,2.20E+000,3.32E-002
1.60E+003,2.20E+000,3.32E-002
1.61E+003,2.20E+000,3.32E-002
1.61E+003,2.20E+000,3.32E-002
1.61E+003,2.20E+000,3.31E-002
1.61E+003,2.20E+000,3.31E-002
1.61E+003,2.20E+000,3.31E-002
1.62E+003,2.20E+000,3.31E-002
1.62E+003,2.20E+000,3.31E-002
1.62E+003,2.20E+000,3.31E-002
1.62E+003,2.20E+000,3.31E-002
1.62E+003,2.20E+000,3.31E-002
1.63E+003,2.20E+000,3.30E-002
1.63E+003,2.20E+000,3.30E-002
1.63E+003,2.20E+000,3.30E-002
1.63E+003,2.20E+000,3.30E-002
1.63E+003,2.20E+000,3.30E-002
1.64E+003,2.20E+000,3.30E-002
1.64E+003,2.20E+000,3.30E-002
1.64E+003,2.20E+000,3.30E-002
1.64E+003,2.20E+000,3.30E-002
1.64E+003,2.20E+000,3.29E-002
1.65E+003,2.20E+000,3.29E-002
1.65E+003,2.20E+000,3.29E-002
1.65E+003,2.20E+000,3.29E-002
1.65E+003,2.20E+000,3.29E-002
1.65E+003,2.20E+000,3.29E-002
1.66E+003,2.20E+000,3.29E-002
1.66E+003,2.20E+000,3.29E-002
1.66E+003,2.20E+000,3.28E-002
1.66E+003,2.20E+000,3.28E-002
1.66E+003,2.20E+000,3.28E-002
1.67E+003,2.20E+000,3.28E-002
1.67E+003,2.20E+000,3.28E-002
1.67E+003,2.20E+000,3.28E-002
1.67E+003,2.20E+000,3.28E-002
1.67E+003,2.20E+000,3.28E-002
1.68E+003,2.20E+000,3.27E-002
1.68E+003,2.20E+000,3.27E-002
1.68E+003,2.20E+000,3.27E-002
1.68E+003,2.20E+000,3.27E-002
1.68E+003,2.20E+000,3.27E-002
1.69E+003,2.20E+000,3.27E-002
1.69E+003,2.20E+000,3.27E-002
1.69E+003,2.20E+000,3.27E-002
1.69E+003,2.20E+000,3.27E-002
1.69E+003,2.20E+000,3.27E-002
1.70E+003,2.20E+000,3.27E-002
1.70E+003,2.20E+000,3.27E-002
1.70E+003,2.20E+000,3.27E-002
1.71E+003,2.20E+000,3.27E-002
1.72E+003,2.20E+000,3.27E-002
1.73E+003,2.20E+000,3.27E-002
1.74E+003,2.20E+000,3.27E-002
1.75E+003,2.20E+000,3.27E-002
1.76E+003,2.20E+000,3.27E-002
1.77E+003,2.20E+000,3.27E-002
1.78E+003,2.20E+000,3.27E-002
1.79E+003,2.20E+000,3.27E-002
1.80E+003,2.20E+000,3.27E-002
1.81E+003,2.20E+000,3.27E-002
1.82E+003,2.20E+000,3.27E-002
1.83E+003,2.20E+000,3.27E-002
1.84E+003,2.20E+000,3.27E-002
1.85E+003,2.20E+000,3.27E-002
1.86E+003,2.20E+000,3.27E-002
1.87E+003,2.20E+000,3.27E-002
1.88E+003,2.20E+000,3.27E-002
1.89E+003,2.20E+000,3.27E-002
1.90E+003,2.20E+000,3.27E-002
1.91E+003,2.20E+000,3.27E-002
1.92E+003,2.20E+000,3.27E-002
1.93E+003,2.20E+000,3.27E-002
1.94E+003,2.20E+000,3.27E-002
1.95E+003,2.20E+000,3.27E-002
1.96E+003,2.20E+000,3.27E-002
1.97E+003,2.20E+000,3.27E-002
1.98E+003,2.20E+000,3.27E-002
1.99E+003,2.20E+000,3.27E-002
2.00E+003,2.20E+000,3.27E-002
2.01E+003,2.20E+000,3.27E-002
2.02E+003,2.20E+000,3.27E-002
2.03E+003,2.20E+000,3.27E-002
2.04E+003,2.20E+000,3.27E-002
2.05E+003,2.20E+000,3.27E-002
2.06E+003,2.20E+000,3.27E-002
2.07E+003,2.20E+000,3.27E-002
2.08E+003,2.20E+000,3.27E-002
2.09E+003,2.20E+000,3.27E-002
2.10E+003,2.20E+000,3.27E-002
2.11E+003,2.20E+000,3.27E-002
2.12E+003,2.20E+000,3.27E-002
2.13E+003,2.20E+000,3.27E-002
2.14E+003,2.20E+000,3.27E-002
2.15E+003,2.20E+000,3.27E-002
2.16E+003,2.20E+000,3.27E-002
2.17E+003,2.20E+000,3.27E-002
2.18E+003,2.20E+000,3.27E-002
2.19E+003,2.20E+000,3.27E-002
2.20E+003,2.20E+000,3.27E-002
2.21E+003,2.20E+000,3.27E-002
2.22E+003,2.20E+000,3.27E-002
2.23E+003,2.20E+000,3.27E-002
2.24E+003,2.20E+000,3.27E-002
2.25E+003,2.20E+000,3.27E-002
2.26E+003,2.20E+000,3.27E-002
2.27E+003,2.20E+000,3.27E-002
2.28E+003,2.20E+000,3.27E-002
2.29E+003,2.20E+000,3.27E-002
2.30E+003,2.20E+000,3.27E-002
2.31E+003,2.20E+000,3.27E-002
2.32E+003,2.20E+000,3.27E-002
2.33E+003,2.20E+000,3.27E-002
2.34E+003,2.20E+000,3.27E-002
2.35E+003,2.20E+000,3.27E-002
2.36E+003,2.20E+000,3.27E-002
2.37E+003,2.20E+000,3.27E-002
2.38E+003,2.20E+000,3.27E-002
2.39E+003,2.20E+000,3.27E-002
2.40E+003,2.20E+000,3.27E-002
2.41E+003,2.20E+000,3.27E-002
2.42E+003,2.20E+000,3.27E-002
2.43E+003,2.20E+000,3.27E-002
2.44E+003,2.20E+000,3.27E-002
2.45E+003,2.20E+000,3.27E-002
2.46E+003,2.20E+000,3.27E-002
2.47E+003,2.20E+000,3.27E-002
2.48E+003,2.20E+000,3.27E-002
2.49E+003,2.20E+000,3.27E-002
2.50E+003,2.20E+000,3.27E-002
