wavelength,n,k
1049.3044,1.67,0
1052.7238,1.67,0
1056.1431,1.67,0
1059.5623,1.67,0
1062.9817,1.67,0
1066.401,1.67,0
1069.8203,1.67,0
1073.2396,1.67,0
1076.6589,1.67,0
1080.0784,1.67,0
1083.4978,1.67,0
1086.9172,1.67,0
1090.3368,1.67,0
1093.7562,1.67,0
1097.1758,1.67,0
1100.5955,1.67,0
1104.015,1.67,0
1107.4347,1.67,0
1110.8542,1.67,0
1114.274,1.67,0
1117.6937,1.67,0
1121.1135,1.67,0
1124.5334,1.67,0
1127.9534,1.67,0
1131.3733,1.67,0
1134.7932,1.67,0
1138.2133,1.67,0
1141.6334,1.67,0
1145.0535,1.67,0
1148.4738,1.67,0
1151.894,1.67,0
1155.3143,1.67,0
1158.7347,1.67,0
1162.1552,1.67,0
1165.5757,1.67,0
1168.9963,1.67,0
1172.4169,1.67,0
1175.8376,1.67,0
1179.2584,1.67,0
1182.6793,1.67,0
1186.1002,1.67,0
1189.5212,1.67,0
1192.9423,1.67,0
1196.3635,1.67,0
1199.7848,1.67,0
1203.206,1.67,0
1206.6276,1.67,0
1210.0491,1.67,0
1213.4706,1.67,0
1216.8923,1.67,0
1220.3141,1.67,0
1223.736,1.67,0
1227.158,1.67,0
1230.58,1.67,0
1234.0022,1.67,0
1237.4244,1.67,0
1240.8468,1.67,0
1244.2693,1.67,0
1247.6918,1.67,0
1251.1145,1.67,0
1254.5374,1.67,0
1257.9602,1.67,0
1261.3832,1.67,0
1264.8064,1.67,0
1268.2296,1.67,0
1271.653,1.67,0
1275.0764,1.67,0
1278.5,1.67,0
1281.9237,1.67,0
1285.3475,1.67,0
1288.7715,1.67,0
1292.1956,1.67,0
1295.6199,1.67,0
1299.0442,1.67,0
1302.4686,1.67,0
1305.8933,1.67,0
1309.3181,1.67,0
1312.7429,1.67,0
1316.168,1.67,0
1319.5931,1.67,0
1323.0184,1.67,0
1326.444,1.67,0
1329.8695,1.67,0
1333.2953,1.67,0
1336.7212,1.67,0
1340.1472,1.67,0
1343.5735,1.67,0
1346.9999,1.67,0
1350.4264,1.67,0
1353.853,1.67,0
1357.2799,1.67,0
1360.7068,1.67,0
1364.134,1.67,0
1367.5613,1.67,0
1370.9889,1.67,0
1374.4165,1.67,0
1377.8444,1.67,0
1381.2723,1.67,0
1384.7004,1.67,0
1388.1289,1.67,0
1391.5574,1.67,0
1394.9861,1.67,0
1398.4149,1.67,0
1401.844,1.67,0
1405.2732,1.67,0
1408.7028,1.67,0
1412.1323,1.67,0
1415.5621,1.67,0
1418.9921,1.67,0
1422.4222,1.67,0
1425.8527,1.67,0
1429.2832,1.67,0
1432.7141,1.67,0
1436.145,1.67,0
1439.5762,1.67,0
1443.0076,1.67,0
1446.4391,1.67,0
1449.8708,1.67,0
1453.3029,1.67,0
1456.7351,1.67,0
1460.1675,1.67,0
1463.6001,1.67,0
1467.033,1.67,0
1470.466,1.67,0
1473.8992,1.67,0
1477.3328,1.67,0
1480.7664,1.67,0
1484.2003,1.67,0
1487.6345,1.67,0
1491.0688,1.67,0
1494.5034,1.67,0
1497.9382,1.67,0
