wavelength,n,k
301.41754,1.8,0
303.01373,1.8,0
304.61,1.8,0
306.20624,1.8,0
307.80255,1.8,0
309.39886,1.8,0
310.99524,1.8,0
312.5916,1.8,0
314.18805,1.8,0
315.7845,1.8,0
317.38095,1.8,0
318.97748,1.8,0
320.57397,1.8,0
322.17053,1.8,0
323.76712,1.8,0
325.3637,1.8,0
326.96036,1.8,0
328.557,1.8,0
330.1537,1.8,0
331.7504,1.8,0
333.3471,1.8,0
334.94388,1.8,0
336.54065,1.8,0
338.13745,1.8,0
339.73428,1.8,0
341.33112,1.8,0
342.92798,1.8,0
344.52487,1.8,0
346.12177,1.8,0
347.71872,1.8,0
349.31567,1.8,0
350.91266,1.8,0
352.5096,1.8,0
354.10663,1.8,0
355.70367,1.8,0
357.30072,1.8,0
358.89777,1.8,0
360.49484,1.8,0
362.09198,1.8,0
363.68906,1.8,0
365.2862,1.8,0
366.88336,1.8,0
368.48053,1.8,0
370.0777,1.8,0
371.6749,1.8,0
373.27213,1.8,0
374.86932,1.8,0
376.46658,1.8,0
378.06384,1.8,0
379.6611,1.8,0
381.25836,1.8,0
382.85568,1.8,0
384.45297,1.8,0
386.0503,1.8,0
387.64764,1.8,0
389.24496,1.8,0
390.84235,1.8,0
392.4397,1.8,0
394.03705,1.8,0
395.63446,1.8,0
397.23184,1.8,0
398.82922,1.8,0
400.42664,1.8,0
402.02405,1.8,0
403.6215,1.8,0
405.21893,1.8,0
406.81635,1.8,0
408.4138,1.8,0
410.01123,1.8,0
411.6087,1.8,0
413.2062,1.8,0
414.80365,1.8,0
416.40112,1.8,0
417.9986,1.8,0
419.5961,1.8,0
421.19354,1.8,0
422.79108,1.8,0
424.38858,1.8,0
425.98602,1.8,0
427.58356,1.8,0
429.18106,1.8,0
430.77856,1.8,0
432.37607,1.8,0
433.97357,1.8,0
435.57104,1.8,0
437.16855,1.8,0
438.76605,1.8,0
440.3636,1.8,0
441.9611,1.8,0
443.5586,1.8,0
445.1561,1.8,0
446.75357,1.8,0
448.35107,1.8,0
449.94858,1.8,0
451.54605,1.8,0
453.14355,1.8,0
454.74103,1.8,0
456.33853,1.8,0
457.93597,1.8,0
459.53345,1.8,0
461.13092,1.8,0
462.72836,1.8,0
464.32584,1.8,0
465.92328,1.8,0
467.5207,1.8,0
469.1181,1.8,0
470.71558,1.8,0
472.313,1.8,0
473.9104,1.8,0
475.50775,1.8,0
477.10516,1.8,0
478.70255,1.8,0
480.2999,1.8,0
481.89728,1.8,0
483.49463,1.8,0
485.09195,1.8,0
486.6893,1.8,0
488.28662,1.8,0
489.88388,1.8,0
491.4812,1.8,0
493.07846,1.8,0
494.67572,1.8,0
496.273,1.8,0
497.8702,1.8,0
499.46744,1.8,0
501.06464,1.8,0
502.66187,1.8,0
504.25903,1.8,0
505.8562,1.8,0
507.4533,1.8,0
509.05048,1.8,0
510.6476,1.8,0
512.2447,1.8,0
513.84174,1.8,0
515.43884,1.8,0
517.0359,1.8,0
518.63293,1.8,0
520.22986,1.8,0
521.82684,1.8,0
523.4238,1.8,0
525.0208,1.8,0
526.61774,1.8,0
528.2146,1.8,0
529.8115,1.8,0
531.4083,1.8,0
533.0052,1.8,0
534.602,1.8,0
536.19885,1.8,0
537.79553,1.8,0
539.39233,1.8,0
540.9891,1.8,0
542.58575,1.8,0
544.18243,1.8,0
545.77905,1.8,0
547.3757,1.8,0
548.9723,1.8,0
550.5689,1.8,0
552.1654,1.8,0
553.7619,1.8,0
555.35846,1.8,0
556.9549,1.8,0
558.55133,1.8,0
560.14777,1.8,0
561.74414,1.8,0
563.34045,1.8,0
564.9368,1.8,0
566.5331,1.8,0
568.12933,1.8,0
569.7256,1.8,0
571.3218,1.8,0
572.91797,1.8,0
574.5141,1.8,0
576.1102,1.8,0
577.70624,1.8,0
579.3023,1.8,0
580.8983,1.8,0
582.49426,1.8,0
584.0902,1.8,0
585.68616,1.8,0
587.28204,1.8,0
588.8778,1.8,0
590.47363,1.8,0
592.06946,1.8,0
593.66516,1.8,0
595.26086,1.8,0
596.8565,1.8,0
598.45215,1.8,0
600.0477,1.8,0
601.64325,1.8,0
603.2388,1.8,0
604.8342,1.8,0
606.4296,1.8,0
608.025,1.8,0
609.6204,1.8,0
611.2157,1.8,0
612.811,1.8,0
614.4062,1.8,0
616.0014,1.8,0
617.59656,1.8,0
619.19165,1.8,0
620.78674,1.8,0
622.3817,1.8,0
623.9767,1.8,0
625.57166,1.8,0
627.16656,1.8,0
628.76135,1.8,0
630.3562,1.8,0
631.9509,1.8,0
633.54565,1.8,0
635.1403,1.8,0
636.7349,1.8,0
638.32947,1.8,0
639.924,1.8,0
641.5185,1.8,0
643.1129,1.8,0
644.70734,1.8,0
646.30164,1.8,0
647.89594,1.8,0
649.4902,1.8,0
651.08435,1.8,0
652.6785,1.8,0
654.2726,1.8,0
655.86664,1.8,0
657.46063,1.8,0
659.05457,1.8,0
660.6485,1.8,0
662.2423,1.8,0
663.83606,1.8,0
665.4298,1.8,0
667.0235,1.8,0
668.61707,1.8,0
670.2107,1.8,0
671.8042,1.8,0
673.39764,1.8,0
674.9911,1.8,0
676.5844,1.8,0
678.17773,1.8,0
679.77094,1.8,0
681.36414,1.8,0
682.9573,1.8,0
684.55035,1.8,0
686.1434,1.8,0
687.73627,1.8,0
689.3292,1.8,0
690.922,1.8,0
692.5148,1.8,0
694.10754,1.8,0
695.7002,1.8,0
697.2928,1.8,0
698.8854,1.8,0
700.47784,1.8,0
702.0702,1.8,0
703.6626,1.8,0
705.2549,1.8,0
706.8471,1.8,0
708.43933,1.8,0
710.0314,1.8,0
711.6234,1.8,0
713.21545,1.8,0
714.8073,1.8,0
716.39923,1.8,0
717.99097,1.8,0
719.5827,1.8,0
721.1744,1.8,0
722.766,1.8,0
724.3575,1.8,0
725.9489,1.8,0
727.54034,1.8,0
729.13165,1.8,0
730.7229,1.8,0
732.3141,1.8,0
733.9052,1.8,0
735.4963,1.8,0
737.0873,1.8,0
738.67816,1.8,0
740.269,1.8,0
741.85974,1.8,0
743.4505,1.8,0
745.04114,1.8,0
746.6317,1.8,0
748.22217,1.8,0
749.8126,1.8,0
751.40295,1.8,0
752.9932,1.8,0
754.5834,1.8,0
756.1735,1.8,0
757.76355,1.8,0
759.3536,1.8,0
760.9435,1.8,0
762.53326,1.8,0
764.123,1.8,0
765.7127,1.8,0
767.3023,1.8,0
768.8918,1.8,0
770.48126,1.8,0
772.0706,1.8,0
773.6599,1.8,0
775.24915,1.8,0
776.83826,1.8,0
778.4273,1.8,0
780.0163,1.8,0
781.60516,1.8,0
783.194,1.8,0
784.7828,1.8,0
786.3714,1.8,0
787.95996,1.8,0
789.54846,1.8,0
791.13684,1.8,0
792.7252,1.8,0
794.3135,1.8,0
795.9016,1.8,0
797.4897,1.8,0
799.0777,1.8,0
800.66565,1.8,0
802.2534,1.8,0
803.8412,1.8,0
805.42883,1.8,0
807.0164,1.8,0
808.6039,1.8,0
810.1913,1.8,0
811.7786,1.8,0
813.36584,1.8,0
814.953,1.8,0
816.54004,1.8,0
818.127,1.8,0
819.71387,1.8,0
821.30066,1.8,0
822.8874,1.8,0
824.474,1.8,0
826.06055,1.8,0
827.647,1.8,0
829.2333,1.8,0
830.8195,1.8,0
832.40564,1.8,0
833.9918,1.8,0
835.57776,1.8,0
837.1636,1.8,0
838.7494,1.8,0
840.3351,1.8,0
841.9207,1.8,0
843.5062,1.8,0
845.0916,1.8,0
846.67694,1.8,0
848.2622,1.8,0
849.8473,1.8,0
851.4323,1.8,0
853.0173,1.8,0
854.6022,1.8,0
856.1868,1.8,0
857.7715,1.8,0
859.3561,1.8,0
860.94055,1.8,0
862.5249,1.8,0
864.1091,1.8,0
865.69324,1.8,0
867.27734,1.8,0
868.8613,1.8,0
870.4451,1.8,0
872.02893,1.8,0
873.6126,1.8,0
875.1961,1.8,0
876.7796,1.8,0
878.3629,1.8,0
879.94617,1.8,0
881.5293,1.8,0
883.1123,1.8,0
884.6953,1.8,0
886.27814,1.8,0
887.86084,1.8,0
889.4435,1.8,0
891.026,1.8,0
892.6084,1.8,0
894.19073,1.8,0
895.77295,1.8,0
897.3551,1.8,0
898.937,1.8,0
900.5189,1.8,0
902.1007,1.8,0
903.6823,1.8,0
905.264,1.8,0
906.8454,1.8,0
908.42676,1.8,0
910.00793,1.8,0
911.58905,1.8,0
913.1701,1.8,0
914.751,1.8,0
916.3317,1.8,0
917.9125,1.8,0
919.49304,1.8,0
921.07355,1.8,0
922.6538,1.8,0
924.2341,1.8,0
925.81415,1.8,0
927.3942,1.8,0
928.9741,1.8,0
930.5539,1.8,0
932.1335,1.8,0
933.7131,1.8,0
935.2925,1.8,0
936.8719,1.8,0
938.45105,1.8,0
940.0301,1.8,0
941.6091,1.8,0
943.188,1.8,0
944.7667,1.8,0
946.34534,1.8,0
947.9238,1.8,0
949.50214,1.8,0
951.08044,1.8,0
952.65857,1.8,0
954.23663,1.8,0
955.8146,1.8,0
957.3923,1.8,0
958.9699,1.8,0
960.5475,1.8,0
962.1249,1.8,0
963.7023,1.8,0
965.2794,1.8,0
966.85645,1.8,0
968.4334,1.8,0
970.01013,1.8,0
971.5868,1.8,0
973.1634,1.8,0
974.73987,1.8,0
976.3161,1.8,0
977.8923,1.8,0
979.4684,1.8,0
981.0443,1.8,0
982.6201,1.8,0
984.1958,1.8,0
985.77136,1.8,0
987.3468,1.8,0
988.92206,1.8,0
990.49725,1.8,0
992.07227,1.8,0
993.64716,1.8,0
995.222,1.8,0
996.7967,1.8,0
998.3712,1.8,0
999.9455,1.8,0
1011.69275,1.8,0
1015.112,1.8,0
1018.53125,1.8,0
1021.9505,1.8,0
1025.3698,1.8,0
1028.789,1.8,0
1032.2083,1.8,0
1035.6274,1.8,0
1039.0466,1.8,0
1042.466,1.8,0
1045.8853,1.8,0
1049.3044,1.8,0
1052.7238,1.8,0
1056.1431,1.8,0
1059.5623,1.8,0
1062.9817,1.8,0
1066.401,1.8,0
1069.8203,1.8,0
1073.2396,1.8,0
1076.6589,1.8,0
1080.0784,1.8,0
1083.4978,1.8,0
1086.9172,1.8,0
1090.3368,1.8,0
1093.7562,1.8,0
1097.1758,1.8,0
1100.5955,1.8,0
1104.015,1.8,0
1107.4347,1.8,0
1110.8542,1.8,0
1114.274,1.8,0
1117.6937,1.8,0
1121.1135,1.8,0
1124.5334,1.8,0
1127.9534,1.8,0
1131.3733,1.8,0
1134.7932,1.8,0
1138.2133,1.8,0
1141.6334,1.8,0
1145.0535,1.8,0
1148.4738,1.8,0
1151.894,1.8,0
1155.3143,1.8,0
1158.7347,1.8,0
1162.1552,1.8,0
1165.5757,1.8,0
1168.9963,1.8,0
1172.4169,1.8,0
1175.8376,1.8,0
1179.2584,1.8,0
1182.6793,1.8,0
1186.1002,1.8,0
1189.5212,1.8,0
1192.9423,1.8,0
1196.3635,1.8,0
1199.7848,1.8,0
1203.206,1.8,0
1206.6276,1.8,0
1210.0491,1.8,0
1213.4706,1.8,0
1216.8923,1.8,0
1220.3141,1.8,0
1223.736,1.8,0
1227.158,1.8,0
1230.58,1.8,0
1234.0022,1.8,0
1237.4244,1.8,0
1240.8468,1.8,0
1244.2693,1.8,0
1247.6918,1.8,0
1251.1145,1.8,0
1254.5374,1.8,0
1257.9602,1.8,0
1261.3832,1.8,0
1264.8064,1.8,0
1268.2296,1.8,0
1271.653,1.8,0
1275.0764,1.8,0
1278.5,1.8,0
1281.9237,1.8,0
1285.3475,1.8,0
1288.7715,1.8,0
1292.1956,1.8,0
1295.6199,1.8,0
1299.0442,1.8,0
1302.4686,1.8,0
1305.8933,1.8,0
1309.3181,1.8,0
1312.7429,1.8,0
1316.168,1.8,0
1319.5931,1.8,0
1323.0184,1.8,0
1326.444,1.8,0
1329.8695,1.8,0
1333.2953,1.8,0
1336.7212,1.8,0
1340.1472,1.8,0
1343.5735,1.8,0
1346.9999,1.8,0
1350.4264,1.8,0
1353.853,1.8,0
1357.2799,1.8,0
1360.7068,1.8,0
1364.134,1.8,0
1367.5613,1.8,0
1370.9889,1.8,0
1374.4165,1.8,0
1377.8444,1.8,0
1381.2723,1.8,0
1384.7004,1.8,0
1388.1289,1.8,0
1391.5574,1.8,0
1394.9861,1.8,0
1398.4149,1.8,0
1401.844,1.8,0
1405.2732,1.8,0
1408.7028,1.8,0
1412.1323,1.8,0
1415.5621,1.8,0
1418.9921,1.8,0
1422.4222,1.8,0
1425.8527,1.8,0
1429.2832,1.8,0
1432.7141,1.8,0
1436.145,1.8,0
1439.5762,1.8,0
1443.0076,1.8,0
1446.4391,1.8,0
1449.8708,1.8,0
1453.3029,1.8,0
1456.7351,1.8,0
1460.1675,1.8,0
1463.6001,1.8,0
1467.033,1.8,0
1470.466,1.8,0
1473.8992,1.8,0
1477.3328,1.8,0
1480.7664,1.8,0
1484.2003,1.8,0
1487.6345,1.8,0
1491.0688,1.8,0
1494.5034,1.8,0
1497.9382,1.8,0
