wavelength,n,k
950.21106,2.011089,0
951.783569,2.010967,0
953.356079,2.010846,0
954.928528,2.010726,0
956.500793,2.010606,0
958.072937,2.010487,0
959.64502,2.010368,0
961.21698,2.01025,0
962.788879,2.010133,0
964.360657,2.010017,0
965.932251,2.009901,0
967.503784,2.009785,0
969.075317,2.009671,0
970.646606,2.009557,0
972.217896,2.009444,0
973.78894,2.009331,0
975.359985,2.009218,0
976.930847,2.009107,0
978.501648,2.008996,0
980.072388,2.008885,0
981.642944,2.008776,0
983.213501,2.008667,0
984.783813,2.008558,0
986.354126,2.00845,0
987.924194,2.008342,0
989.494324,2.008235,0
991.06427,2.008129,0
992.634094,2.008023,0
994.203796,2.007918,0
995.773315,2.007813,0
997.342896,2.007709,0
998.912292,2.007606,0
1012.27179,2.006745,0
1015.750671,2.006527,0
1019.227905,2.006311,0
1022.703796,2.006098,0
1026.178101,2.005888,0
1029.650879,2.00568,0
1033.122314,2.005474,0
1036.592285,2.00527,0
1040.060791,2.005069,0
1043.527832,2.00487,0
1046.99353,2.004673,0
1050.457886,2.004479,0
1053.920776,2.004287,0
1057.382446,2.004097,0
1060.842651,2.003908,0
1064.301514,2.003722,0
1067.759155,2.003538,0
1071.215576,2.003356,0
1074.670532,2.003176,0
1078.124268,2.002998,0
1081.576904,2.002821,0
1085.028076,2.002647,0
1088.478149,2.002475,0
1091.927002,2.002304,0
1095.374634,2.002135,0
1098.821045,2.001968,0
1102.266357,2.001802,0
1105.710571,2.001638,0
1109.153564,2.001477,0
1112.595459,2.001316,0
1116.036133,2.001157,0
1119.47583,2.001,0
1122.914429,2.000845,0
1126.352051,2.000691,0
1129.788452,2.000538,0
1133.223877,2.000387,0
1136.658447,2.000238,0
1140.091919,2.00009,0
1143.524292,1.999944,0
1146.955811,1.999799,0
1150.38623,1.999655,0
1153.815796,1.999513,0
1157.244385,1.999372,0
1160.672119,1.999233,0
1164.098999,1.999095,0
1167.524902,1.998958,0
1170.949951,1.998823,0
1174.374146,1.998689,0
1177.797485,1.998556,0
1181.219971,1.998425,0
1184.641724,1.998294,0
1188.062622,1.998165,0
1191.482666,1.998037,0
1194.9021,1.997911,0
1198.320557,1.997785,0
1201.738525,1.997661,0
1205.155518,1.997537,0
1208.572021,1.997415,0
1211.987671,1.997295,0
1215.40271,1.997175,0
1218.817139,1.997056,0
1222.230713,1.996938,0
1225.643799,1.996822,0
1229.056396,1.996706,0
1232.46814,1.996592,0
1235.879395,1.996478,0
1239.290039,1.996366,0
1242.700073,1.996254,0
1246.109619,1.996144,0
1249.518677,1.996034,0
1252.927002,1.995925,0
1256.335083,1.995818,0
1259.742432,1.995711,0
1263.149536,1.995605,0
1266.55603,1.9955,0
1269.962158,1.995396,0
1273.367798,1.995293,0
1276.772949,1.995191,0
1280.177856,1.99509,0
1283.582275,1.99499,0
1286.986206,1.99489,0
1290.389893,1.994791,0
1293.793213,1.994693,0
1297.196289,1.994596,0
1300.598999,1.9945,0
1304.001343,1.994404,0
1307.403564,1.99431,0
1310.805298,1.994216,0
1314.206787,1.994123,0
1317.608154,1.99403,0
1321.009277,1.993938,0
1324.410156,1.993848,0
1327.810791,1.993757,0
1331.211304,1.993668,0
1334.611572,1.993579,0
1338.011719,1.993491,0
1341.411865,1.993404,0
1344.811646,1.993317,0
1348.211426,1.993232,0
1351.611084,1.993146,0
1355.010742,1.993062,0
1358.410278,1.992978,0
1361.809692,1.992895,0
1365.209106,1.992812,0
1368.608521,1.99273,0
1372.007935,1.992649,0
1375.407349,1.992568,0
1378.806763,1.992488,0
1382.206177,1.992409,0
1385.605713,1.99233,0
1389.005127,1.992252,0
1392.404785,1.992174,0
1395.804443,1.992097,0
1399.204346,1.992021,0
1402.604248,1.991945,0
1406.004395,1.99187,0
1409.404541,1.991795,0
1412.804932,1.991721,0
1416.205566,1.991647,0
1419.606323,1.991574,0
1423.007324,1.991501,0
1426.408447,1.991429,0
1429.809937,1.991358,0
1433.21167,1.991287,0
1436.613525,1.991217,0
1440.015869,1.991147,0
1443.418335,1.991077,0
1446.821167,1.991008,0
1450.224365,1.99094,0
1453.62793,1.990872,0
1457.031738,1.990805,0
1460.436035,1.990738,0
1463.840576,1.990671,0
1467.245605,1.990605,0
1470.651123,1.99054,0
1474.056885,1.990475,0
1477.463135,1.99041,0
1480.869873,1.990346,0
1484.2771,1.990282,0
1487.684814,1.990219,0
1491.093018,1.990156,0
1494.501831,1.990094,0
1497.911133,1.990032,0
1501.320923,1.98997,0
1504.731201,1.989909,0
1508.142212,1.989849,0
1511.553711,1.989789,0
1514.96582,1.989729,0
1518.378662,1.989669,0
1521.791992,1.98961,0
1525.205933,1.989552,0
1528.620605,1.989493,0
1532.036011,1.989435,0
1535.452026,1.989378,0
1538.868896,1.989321,0
1542.286377,1.989264,0
1545.704468,1.989208,0
1549.123413,1.989152,0
1552.543213,1.989096,0
1555.963623,1.989041,0
1559.38501,1.988986,0
1562.807007,1.988932,0
1566.22998,1.988878,0
1569.653687,1.988824,0
1573.078369,1.988771,0
1576.503784,1.988718,0
1579.930176,1.988665,0
1583.357422,1.988612,0
1586.785645,1.98856,0
1590.2146,1.988509,0
1593.644775,1.988457,0
1597.075684,1.988406,0
1600.507568,1.988356,0
1603.940674,1.988305,0
1607.374512,1.988255,0
1610.809448,1.988205,0
1614.245361,1.988156,0
1617.682373,1.988107,0
1621.120483,1.988058,0
1624.559692,1.988009,0
1627.999756,1.987961,0
1631.441162,1.987913,0
1634.883545,1.987865,0
1638.327148,1.987818,0
1641.771851,1.987771,0
1645.217773,1.987724,0
1648.664795,1.987678,0
1652.113037,1.987631,0
1655.5625,1.987586,0
1659.013062,1.98754,0
1662.465088,1.987495,0
1665.918213,1.987449,0
1669.372437,1.987405,0
1672.828125,1.98736,0
1676.285156,1.987316,0
1679.743408,1.987272,0
1683.202881,1.987228,0
1686.663818,1.987185,0
