wavelength,n,k
1542.286377,2.196694,0
1545.704468,2.196612,0
1549.123413,2.196531,0
1552.543213,2.19645,0
1555.963623,2.196369,0
1559.38501,2.19629,0
1562.807007,2.19621,0
1566.22998,2.196132,0
1569.653687,2.196054,0
1573.078369,2.195976,0
1576.503784,2.195899,0
1579.930176,2.195822,0
1583.357422,2.195746,0
1586.785645,2.19567,0
1590.2146,2.195595,0
1593.644775,2.19552,0
1597.075684,2.195446,0
1600.507568,2.195373,0
1603.940674,2.195299,0
1607.374512,2.195226,0
1610.809448,2.195154,0
1614.245361,2.195082,0
1617.682373,2.195011,0
1621.120483,2.19494,0
1624.559692,2.19487,0
1627.999756,2.194799,0
1631.441162,2.19473,0
1634.883545,2.194661,0
1638.327148,2.194592,0
1641.771851,2.194524,0
1645.217773,2.194456,0
1648.664795,2.194388,0
1652.113037,2.194321,0
1655.5625,2.194255,0
1659.013062,2.194188,0
1662.465088,2.194123,0
1665.918213,2.194057,0
1669.372437,2.193992,0
1672.828125,2.193928,0
1676.285156,2.193863,0
1679.743408,2.193799,0
1683.202881,2.193736,0
1686.663818,2.193673,0
